,p1,p2,p3,p4,p5,p6,p7,trend,aic,mse
MFD,0,0.0,1,1,0.0,0.0,12.0,ct,52.987030631710084,0.0069298642584456616
MMS,0,0.0,0,1,1.0,0.0,12.0,c,531.8656501190541,0.2551167859549537
MSG,0,1.0,1,0,0.0,1.0,12.0,n,712.2477820040242,0.00631148572966822
MDR,0,0.0,1,0,1.0,0.0,12.0,t,473.22126662802737,0.015579545436104068
MZA,1,1.0,0,1,1.0,1.0,12.0,ct,-2.1869749316587166,0.0007774585433999447
MDC,1,0.0,0,1,0.0,0.0,12.0,ct,292.33237950420187,0.004267357033228336
MJC,0,0.0,0,1,0.0,1.0,12.0,ct,157.8073856297552,0.001219448609264706
MVT,1,0.0,1,0,0.0,1.0,12.0,t,-105.21408723658143,9.912425833036309e-05
MHI,0,0.0,1,1,0.0,0.0,12.0,t,-1.8360607006904424,0.045877668637579916
MCY,0,1.0,0,1,1.0,0.0,12.0,c,418.85961704053284,0.002979508498270889
MSB,0,0.0,1,0,0.0,0.0,12.0,ct,410.61939969540174,0.001919555439727105
MLM,1,1.0,1,0,1.0,1.0,12.0,n,601.3467810038469,0.013689705466958912
MTC,0,1.0,0,1,0.0,1.0,12.0,t,244.48979128989632,0.005047508711085058
MEI,1,0.0,0,1,1.0,0.0,12.0,c,349.9516303724918,0.007216196391993891
MMI,1,0.0,1,1,0.0,1.0,12.0,c,310.4215771126114,0.0027868022124408753
MGC,1,1.0,1,0,1.0,0.0,12.0,n,433.1742891385049,0.0004203766989689939
MXC,0,0.0,1,1,1.0,0.0,12.0,t,223.68606280675888,0.032550109463214134
MHD,1,1.0,0,0,0.0,1.0,12.0,t,-53.15415546052493,0.0013655859269015025
MCR,1,1.0,1,1,1.0,0.0,12.0,ct,-223.73028591588348,0.0003094767339852922
MRC,1,0.0,0,0,1.0,1.0,12.0,ct,239.70103398787253,0.017708811132989055
MIN,1,1.0,0,0,1.0,1.0,12.0,ct,-410.0275104150004,4.675479200644261e-05
MGR,0,1.0,0,0,0.0,0.0,12.0,n,65.2709101159049,0.09739952087402416
MTH,0,1.0,1,1,1.0,0.0,12.0,n,380.2977362438346,0.009286015953726693
MOD,1,0.0,0,0,0.0,0.0,12.0,c,266.3134577952427,0.014202279736053924
MOH,0,1.0,0,0,1.0,1.0,12.0,n,610.9395799003718,0.0602512741217538
MVF,1,0.0,1,0,0.0,1.0,12.0,t,-197.01528937571686,0.0003636568994096479
MEC,0,1.0,1,1,0.0,0.0,12.0,n,725.6261809108687,0.15396458037029426
MTB,0,0.0,1,1,1.0,1.0,12.0,n,662.4823766024402,0.016715312813005312
MPW,0,1.0,1,0,1.0,1.0,12.0,t,36.35181112672396,0.0009058115891811268
MCA,1,0.0,1,0,1.0,1.0,12.0,n,-103.72914903599064,0.0013172114854320682
MGV,0,0.0,1,1,0.0,1.0,12.0,ct,390.9824724731434,0.02029442004413795
MYL,1,0.0,1,1,0.0,1.0,12.0,ct,371.4699515527633,0.007833287781792821
NAN,0,0.0,0,1,1.0,1.0,12.0,ct,74.01594859047951,0.021070555737416896
NAC,1,0.0,1,1,1.0,0.0,12.0,c,-87.45816449064907,0.0002496516018073436
NSC,1,0.0,0,0,0.0,0.0,12.0,n,647.1476653307785,0.03929112595349693
NAO,0,1.0,1,1,0.0,0.0,12.0,ct,151.97238864684945,0.0012185465665730533
NRO,1,0.0,0,0,1.0,0.0,12.0,n,-163.31351910166143,9.157505768797591e-05
NML,0,0.0,1,1,1.0,1.0,12.0,ct,74.22666066267806,0.00022978303844212178
NAV,1,1.0,1,1,1.0,0.0,12.0,ct,408.19132054107115,0.003905538513127028
NVT,0,0.0,1,0,1.0,1.0,12.0,n,2229.8195592783604,0.0060079410662581285
NEA,1,0.0,0,0,0.0,1.0,12.0,c,-181.95281953665867,0.0029539453751414872
NES,1,1.0,0,0,0.0,0.0,12.0,c,292.3437286632032,0.0002432568187007433
NMT,1,1.0,1,0,1.0,1.0,12.0,ct,152.49904390082068,0.00022157765568131538
NMS,1,0.0,1,0,0.0,1.0,12.0,ct,-98.10999942513472,0.007883959583727673
NTC,1,1.0,1,1,1.0,1.0,12.0,ct,-215.7250630405219,0.1172398024116017
NWL,1,0.0,0,0,0.0,0.0,12.0,n,428.95260338892996,4.143740671658236e-05
NEU,1,1.0,1,1,0.0,0.0,12.0,n,749.2191647631821,0.006819203420263875
NCZ,0,1.0,1,1,1.0,1.0,12.0,t,-125.78222891925913,0.0008518728947315424
NXE,1,0.0,0,1,1.0,1.0,12.0,c,-77.82697757008972,0.0018542418890161727
NEW,1,1.0,1,1,0.0,0.0,12.0,n,268.0132315296563,0.0005173284624611085
NHC,1,1.0,0,0,1.0,1.0,12.0,ct,355.00737301575555,0.0012193872618411206
NWS,1,0.0,0,0,1.0,0.0,12.0,n,159.12742575583275,0.003688829009904637
NGE,1,0.0,1,0,1.0,1.0,12.0,ct,167.96702245643363,0.003080157590295229
NHF,1,0.0,0,1,1.0,0.0,12.0,n,109.40516467711878,0.0012913639257909892
NIU,0,0.0,1,1,0.0,0.0,12.0,c,85.54938631651184,0.003595099910739919
NMM,1,1.0,0,1,1.0,0.0,12.0,t,327.14871214080574,0.006753169487577536
NBL,0,0.0,1,1,0.0,0.0,12.0,n,526.4900308456478,0.014936752823633269
NIB,0,0.0,1,1,0.0,0.0,12.0,ct,416.7050067629898,0.2084938972029456
NWE,1,1.0,1,0,0.0,0.0,12.0,n,321.807129748933,0.00230718666657026
NOV,1,1.0,0,1,1.0,0.0,12.0,n,347.1433075069791,0.003261314887293309
NCR,0,0.0,0,0,0.0,1.0,12.0,c,655.1010585596024,0.4636019446342523
NUS,0,1.0,0,0,1.0,0.0,12.0,t,533.4548940318065,0.020337727990444417
NVO,0,0.0,1,0,0.0,1.0,12.0,ct,444.6315038888927,0.001078572687305268
OMN,0,0.0,0,1,1.0,1.0,12.0,ct,230.90764349211798,0.03319401409231837
ONE,1,0.0,0,1,0.0,1.0,12.0,ct,109.02803592109656,0.008537975015341814
OIL,0,1.0,1,0,0.0,0.0,12.0,n,1167.900686753008,0.07480430841185637
OEC,1,1.0,1,0,1.0,0.0,12.0,ct,386.6494136805193,0.14910624676311812
ORI,1,1.0,1,1,1.0,0.0,12.0,t,133.63853518739216,0.00087653690340872
ORM,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
ORN,1,0.0,1,1,1.0,1.0,12.0,ct,105.481233086202,0.01671508573836844
ORA,0,1.0,1,0,1.0,0.0,12.0,t,432.62003674401865,0.0008360650053376162
OCC,0,1.0,0,0,0.0,1.0,12.0,t,52.35930748425782,0.0006992173958044745
PAK,0,1.0,0,0,1.0,0.0,12.0,ct,141.86227159672015,0.003600540665733121
PAC,0,1.0,0,1,1.0,1.0,12.0,t,531.0952867706076,0.02015558136325524
PSQ,1,0.0,1,1,1.0,0.0,12.0,ct,225.5541707515281,0.015340013553210241
PNW,1,0.0,1,0,0.0,0.0,12.0,t,420.2754460158667,0.0049679038451415644
PCK,0,1.0,0,1,0.0,0.0,12.0,t,-149.42036328250646,5.832522567139622e-05
PDN,1,1.0,1,1,1.0,0.0,12.0,ct,168.5640224529369,1.6222268083510016e-05
PNR,1,1.0,0,1,0.0,1.0,12.0,ct,321.8277303685498,0.019793571901047358
PAR,0,0.0,1,1,0.0,0.0,12.0,c,481.70342726651376,0.00811467477183925
PGC,1,0.0,0,0,1.0,0.0,12.0,c,317.01805723208736,0.0029950571613248647
PKD,0,0.0,0,0,0.0,0.0,12.0,t,27.26429011721251,0.09140764709047744
PEK,0,1.0,0,0,0.0,1.0,12.0,n,301.5616386159024,0.0003465835021785324
PEX,1,0.0,1,0,1.0,1.0,12.0,ct,147.21220171190154,0.004066526841668861
PPC,1,1.0,0,1,1.0,1.0,12.0,c,313.61445185642407,0.0010494745870772704
PCG,0,0.0,1,1,1.0,0.0,12.0,c,628.5296461785974,0.007323095002373492
PEN,0,0.0,1,1,1.0,0.0,12.0,ct,736.8353437922823,0.011135805852319436
PER,0,0.0,1,1,0.0,1.0,12.0,ct,-112.42451563634926,0.0022476941510092274
PES,0,1.0,1,0,1.0,0.0,12.0,t,125.17702832890578,0.0029068379675567524
PCI,0,0.0,1,0,1.0,1.0,12.0,c,126.0856137077173,0.0028356068269985717
PIC,0,1.0,1,0,1.0,0.0,12.0,ct,1849.0383407327795,4.685319344400341
PPT,1,0.0,1,0,0.0,1.0,12.0,c,-323.6454407609828,0.001022555921547763
PRU,0,0.0,0,1,0.0,1.0,12.0,c,730.0274418673469,0.01936215665281793
PTR,1,1.0,1,1,1.0,0.0,12.0,t,442.7644009281523,0.0067879778474804215
PSA,0,1.0,0,1,1.0,0.0,12.0,c,570.8068307576809,0.04037433060963736
PAA,1,0.0,1,0,1.0,0.0,12.0,n,337.93460080817835,0.011295566831712732
PXS,1,0.0,1,0,1.0,0.0,12.0,n,129.66068710079912,6.597966810506506e-05
PIN,0,0.0,0,0,0.0,0.0,12.0,ct,417.9840038519724,0.13734520213548862
PNI,0,0.0,0,1,1.0,0.0,12.0,c,186.2898556028144,0.03588210197921171
PNC,0,0.0,1,0,0.0,1.0,12.0,c,688.4289414037006,0.1461929703613407
PIO,1,1.0,0,0,1.0,1.0,12.0,t,101.14539558424394,0.0002541705979695052
PGM,0,0.0,1,1,1.0,1.0,12.0,ct,572.5195288883655,0.4745825765345018
PAI,0,1.0,1,1,0.0,1.0,12.0,c,18.76952161457986,0.0027996277306350237
PTM,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
PAF,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
PGF,1,0.0,0,1,1.0,0.0,12.0,ct,-124.39423093651308,0.0003375990693861297
PVL,1,0.0,0,0,0.0,1.0,12.0,c,-26.034533893942733,0.007121115163585935
PDI,1,0.0,0,1,0.0,1.0,12.0,n,153.1180420842819,0.0017705697782979253
PFG,0,1.0,1,0,0.0,1.0,12.0,c,390.09288341337196,0.003288925617901839
PRT,0,0.0,0,1,1.0,0.0,12.0,c,486.7059075417443,0.03358230416049501
PGX,1,1.0,0,0,1.0,1.0,12.0,t,-179.64925627714302,0.00011634534255300366
PME,0,1.0,1,1,0.0,1.0,12.0,n,-19.32019639308032,0.0001521702554847515
PPG,0,0.0,0,0,1.0,1.0,12.0,t,608.6520206282538,0.004419482453016599
PBP,0,0.0,1,1,1.0,1.0,12.0,c,117.15877469467456,0.015282671187208052
PCH,0,0.0,1,1,1.0,0.0,12.0,n,447.2625883981047,0.00619580486409177
PRO,1,1.0,1,1,0.0,1.0,12.0,c,361.199941353572,0.00020641650147013024
PSC,0,0.0,1,0,0.0,0.0,12.0,c,399.58858792204285,0.024917121690862132
PSI,0,0.0,0,1,1.0,1.0,12.0,ct,549.8812505934524,0.5115721354594527
PUB,1,0.0,0,0,0.0,0.0,12.0,c,258.93440936901453,0.00023341311817404176
PUK,0,1.0,1,1,1.0,0.0,12.0,ct,332.83877933447695,0.012723007217836368
PPL,0,0.0,1,0,0.0,1.0,12.0,ct,368.8335159318356,0.057342735062469785
PPH,0,0.0,1,1,1.0,0.0,12.0,n,408.6204581355301,0.0011636066999543009
PLX,0,1.0,1,0,0.0,0.0,12.0,c,-312.9279694594769,5.3398330548515276e-05
RDN,1,0.0,0,1,0.0,0.0,12.0,t,226.76074249773757,0.09368371039099443
RCL,1,0.0,0,1,0.0,0.0,12.0,n,571.2652953997183,0.0011493861434956898
RDY,0,0.0,1,1,1.0,0.0,12.0,n,439.46205989160967,0.01868369365800504
REV,1,0.0,1,0,1.0,0.0,12.0,ct,449.3278163015703,0.0001238976447446305
RHI,0,1.0,0,0,1.0,0.0,12.0,n,502.0258349248956,0.017332076988225253
ROG,0,0.0,0,0,1.0,1.0,12.0,ct,901.500095233833,1.1873538010569575
RCP,1,0.0,0,0,1.0,0.0,12.0,c,108.99252300309456,0.0016545701271688527
RBL,1,0.0,0,0,0.0,0.0,12.0,t,-1507.1467312770035,2.220446049250313e-16
RGS,0,0.0,1,0,0.0,1.0,12.0,ct,302.4568428168529,0.003880268128288122
REX,0,0.0,1,0,1.0,1.0,12.0,n,566.8340231846719,0.34673384552827713
REG,1,1.0,0,0,1.0,0.0,12.0,c,448.88432159663535,0.0070872374739821
RMD,1,1.0,1,0,1.0,1.0,12.0,ct,509.5427106206506,0.0017686598726243121
RSG,0,1.0,0,0,1.0,0.0,12.0,n,382.15052477881295,0.0007755278985683842
RHT,0,1.0,0,1,0.0,1.0,12.0,c,713.825610362861,0.024246118781093173
RES,0,0.0,1,0,1.0,0.0,12.0,ct,415.9066498083735,0.002296930686105369
RMI,0,0.0,1,0,1.0,0.0,12.0,ct,196.5012269083848,0.003977802986351975
RFG,1,0.0,1,1,1.0,1.0,12.0,n,483.6125393853797,0.003609502812025767
RHP,0,0.0,1,1,0.0,1.0,12.0,t,589.9832757944171,0.07949219140941466
RMG,1,1.0,1,0,0.0,0.0,12.0,c,-2.7128201908509046,0.0008436646988592145
RGI,1,0.0,1,0,0.0,1.0,12.0,c,454.9606274978099,0.0008232939343173482
RXL,0,0.0,1,1,1.0,1.0,12.0,n,617.1552307705288,0.06487430828227048
SBR,0,0.0,1,0,1.0,0.0,12.0,ct,500.66858231538424,0.04516170293505439
SGC,0,0.0,1,0,0.0,1.0,12.0,ct,349.7067568137336,0.1420798002476893
SAN,1,1.0,0,0,0.0,1.0,12.0,ct,-100.24980187309488,0.00040693053494411663
SLM,0,1.0,0,1,1.0,1.0,12.0,ct,74.96877823531342,0.0006565912563587517
SFM,0,1.0,0,0,1.0,1.0,12.0,c,2450.4897825413696,0.001948439769261512
SMI,0,0.0,1,1,0.0,1.0,12.0,c,186.26967427155503,0.01316587843171213
SAR,1,1.0,1,1,1.0,0.0,12.0,n,211.49112363801137,0.0017004384493866098
STN,1,0.0,1,1,0.0,1.0,12.0,t,184.48157538939546,0.002617812279499532
SND,0,0.0,1,1,1.0,0.0,12.0,ct,317.468059432889,0.047447571225140095
SCL,0,0.0,1,1,0.0,1.0,12.0,c,575.9192478883105,0.0834771359572386
SDI,1,1.0,1,0,1.0,0.0,12.0,ct,371.96527911065806,0.12037711183835853
SFG,0,1.0,0,0,0.0,0.0,12.0,n,722.3170518279346,0.020000457763671875
SES,1,1.0,0,1,0.0,1.0,12.0,ct,12.867767681821427,0.0005484180764713242
SHV,0,1.0,0,1,1.0,0.0,12.0,ct,-523.0633044696078,0.00013114398566926866
WSC,1,1.0,0,1,1.0,1.0,12.0,n,173.75828102337383,0.0004373111185422829
REK,0,1.0,0,1,0.0,1.0,12.0,n,-13.333387767928805,0.00011537633875668972
WSO,1,1.0,1,1,1.0,0.0,12.0,ct,557.9265647158136,0.0004925803532955797
SVT,1,0.0,1,0,1.0,1.0,12.0,n,102.9905733855281,0.0017011850203640932
SSG,0,0.0,1,0,0.0,1.0,12.0,t,801.6716839761273,0.07023358308296324
SHI,0,1.0,0,1,0.0,1.0,12.0,c,391.8945916459794,0.0002813656959474997
SHM,1,1.0,1,0,1.0,0.0,12.0,t,-204.75453093370768,2.8387749551939123e-05
SIG,1,0.0,1,0,1.0,0.0,12.0,ct,638.9475284683807,0.010553676284914104
SLX,1,0.0,1,1,0.0,1.0,12.0,n,329.6956159816376,0.0013039084377481913
SCI,0,0.0,1,1,0.0,0.0,12.0,ct,340.9809794199872,0.01828836671774781
SIS,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
STC,0,1.0,1,0,1.0,1.0,12.0,n,232.8673718583216,0.0020396075617128413
SRI,1,1.0,0,1,1.0,0.0,12.0,ct,320.62690198871974,0.08842663775326898
SKT,1,0.0,1,0,1.0,1.0,12.0,c,412.0383235541327,0.4869511867962864
SKF,1,0.0,0,0,0.0,0.0,12.0,n,246.2109045783404,0.0018574750596478395
SGH,0,1.0,1,1,1.0,0.0,12.0,c,533.5037300051032,0.011913713201238352
SMP,0,1.0,1,1,0.0,0.0,12.0,ct,407.7806733901474,0.0023138252210586074
SIL,0,1.0,0,0,1.0,0.0,12.0,t,348.28470323962495,0.012413531891944274
SPB,1,0.0,0,1,0.0,0.0,12.0,n,583.0872362390362,0.0035118565269200985
SVM,0,0.0,0,1,0.0,1.0,12.0,ct,-32.660200870162484,0.0003143121251936165
SLF,0,0.0,1,1,0.0,1.0,12.0,c,373.57623783051474,0.01909310671905473
SFY,0,1.0,0,0,0.0,0.0,12.0,c,11.232174604544555,0.0042799186788595725
SRS,1,0.0,0,0,1.0,1.0,12.0,n,261.5058173849128,0.0005814170597133739
SHO,1,0.0,1,0,1.0,0.0,12.0,t,107.42028372823984,0.00014892611754824261
SFL,0,0.0,1,0,0.0,0.0,12.0,ct,198.48821664160354,0.03547890674630238
SRG,0,0.0,1,0,1.0,1.0,12.0,t,470.4241517245904,0.0992735590624818
SBM,0,1.0,1,1,1.0,0.0,12.0,t,107.15502643062159,0.0014767831782300787
STG,1,0.0,1,0,0.0,0.0,12.0,n,2215.6566442855506,0.003903146650639844
SOR,0,0.0,0,1,0.0,1.0,12.0,t,434.81695656550795,0.013454578837787778
SMC,1,1.0,0,1,0.0,1.0,12.0,t,1917.2518784159893,2.239312082414472
STX,0,1.0,1,0,0.0,0.0,12.0,t,467.01599530085434,1.3013121076710375e-05
SMN,0,1.0,1,0,1.0,0.0,12.0,t,367.0876657182743,0.008211335945507159
SBB,1,1.0,0,0,1.0,1.0,12.0,c,197.75933095082905,0.0056531328064153286
SEA,0,0.0,1,1,1.0,0.0,12.0,c,80.83111986394722,0.0019288562636319284
SDG,1,0.0,0,0,0.0,0.0,12.0,n,1913.7314368008201,0.33854657179663405
STM,0,0.0,0,1,0.0,0.0,12.0,t,569.3127442732052,0.06317882198736235
SUP,0,1.0,0,0,1.0,1.0,12.0,t,263.6112948016323,0.012084837163673257
SWK,0,1.0,1,1,0.0,1.0,12.0,t,601.1732088834199,0.004666647784603129
SMD,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
TMK,0,0.0,1,0,0.0,0.0,12.0,ct,563.5506194773022,0.11160417773768927
TAO,0,0.0,0,1,0.0,0.0,12.0,c,458.10098648678667,0.2326269966636474
TAP,1,0.0,0,1,0.0,1.0,12.0,t,472.06752392164674,0.1807069688713128
TEX,1,1.0,1,1,0.0,1.0,12.0,ct,367.9825385083277,0.004207191294561596
TGR,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
TIP,1,1.0,0,0,1.0,0.0,12.0,t,179.90630906802852,0.00012663908353260922
TER,0,0.0,1,1,1.0,0.0,12.0,c,513.129334989719,0.045942681826062426
THC,0,0.0,1,1,1.0,0.0,12.0,ct,549.0536117181107,0.003704843370378797
PGR,0,0.0,1,0,1.0,0.0,12.0,c,542.1077126202133,0.2721682278390034
TRS,0,1.0,0,1,1.0,0.0,12.0,n,229.30481133867318,0.01951973257805406
TNK,0,1.0,0,1,0.0,0.0,12.0,n,-293.2701547990904,7.823121210659423e-05
THR,0,0.0,0,0,0.0,0.0,12.0,ct,294.33541306163,0.008008833522289649
TGA,1,1.0,1,0,1.0,0.0,12.0,ct,-24.512472840293512,0.04671860630770608
TPS,0,0.0,0,0,0.0,0.0,12.0,n,-1.0,1000.0
THD,1,1.0,1,0,1.0,0.0,12.0,t,458.81493572501984,0.00830248741772266
TLT,1,0.0,0,1,1.0,1.0,12.0,n,331.7652113457832,0.019407560982685368
TTM,0,1.0,1,0,1.0,1.0,12.0,t,292.07703432163294,0.0024470715599722572
TTT,1,1.0,1,0,1.0,1.0,12.0,n,252.46970970063373,0.004340385209413711
TRT,1,0.0,1,1,0.0,0.0,12.0,n,4.668224761316403,2.530383337262521e-05
TPC,1,0.0,1,1,1.0,0.0,12.0,c,259.64892284508016,0.00373733501496254
TTI,1,1.0,1,0,1.0,1.0,12.0,ct,-14.943740216655714,0.001659103880391033
TSN,0,1.0,0,1,1.0,0.0,12.0,c,410.4430556194928,0.02648399316422001
TCO,1,1.0,1,0,1.0,0.0,12.0,t,496.96224103999947,0.015178324758977626
TNP,1,0.0,0,0,0.0,1.0,12.0,ct,-134.25333582813596,0.003055647099783343
TSC,0,1.0,1,1,0.0,1.0,12.0,t,231.5467393803284,0.0008122549163545045
UNL,1,0.0,0,1,0.0,1.0,12.0,t,8.767207364703944,0.0009811101024101991
UBN,0,1.0,0,1,1.0,0.0,12.0,t,126.66980473158102,0.004383990218208568
VAR,1,0.0,1,0,1.0,1.0,12.0,n,513.796272334499,0.08071039394556577
VLT,0,0.0,0,0,1.0,0.0,12.0,ct,181.45430894292343,0.00036744462606108636
VEC,1,0.0,1,0,0.0,1.0,12.0,t,401.94213993038016,0.009223583235346666
VMC,1,1.0,1,1,1.0,0.0,12.0,ct,453.7074283709318,0.012025145401480586
VRS,1,0.0,0,0,1.0,0.0,12.0,ct,391.6100409849015,0.009678043740279918
VIG,0,1.0,0,1,0.0,0.0,12.0,c,387.4977178699497,0.0024432529893090305
VTI,1,0.0,1,1,0.0,0.0,12.0,n,458.4362343782587,0.0007419313945149497
VEA,0,1.0,0,0,0.0,1.0,12.0,t,195.47031223329682,0.0007133963642473872
VVR,1,0.0,1,0,0.0,0.0,12.0,c,-447.7031843976146,1.6801620101425385e-05
VIV,0,0.0,1,1,1.0,0.0,12.0,t,260.14790579541256,0.0015458847240417124
VOC,0,0.0,0,1,1.0,1.0,12.0,c,211.44160809392605,0.006481212878574283
VPG,0,0.0,1,1,0.0,0.0,12.0,ct,347.8209943946393,0.021644272022662392
VHT,0,0.0,1,1,1.0,0.0,12.0,ct,567.4866269380396,0.06302607921887217
WGO,1,1.0,0,0,0.0,1.0,12.0,ct,403.6279581015558,0.007122770586668993
SOL,0,1.0,0,1,0.0,1.0,12.0,t,-128.74639480982006,5.907489641909791e-07
WAT,0,1.0,1,1,1.0,0.0,12.0,t,654.5785797103395,0.11063451328436713
WBT,0,1.0,0,1,1.0,1.0,12.0,ct,242.03295763823127,0.004627540698024291
WLL,0,0.0,1,0,1.0,0.0,12.0,c,697.4873005477887,0.018327940729861325
WCN,1,0.0,1,1,0.0,1.0,12.0,t,355.16632556558136,0.18849864681865824
WEC,0,1.0,1,0,1.0,1.0,12.0,c,305.62470006090086,0.0012488947392057526
WMC,0,0.0,1,1,0.0,1.0,12.0,ct,48.19917033638835,0.0020595455897716164
WOW,1,0.0,0,0,0.0,0.0,12.0,n,174.30880993998403,4.104087802048183e-06
WOR,0,1.0,1,1,1.0,1.0,12.0,t,345.1432869738488,0.007626599236964181
WPP,0,1.0,1,1,0.0,1.0,12.0,c,503.1497278359622,0.0021562529864738167
XRF,0,0.0,1,1,0.0,0.0,12.0,ct,229.40066901866365,0.0066510080512104395
ZEN,1,0.0,1,1,1.0,1.0,12.0,n,443.6789362945256,0.012551608457116005
PCL,0,1.0,0,0,1.0,0.0,12.0,n,1467.6406895462378,6.821210263296962e-13
PGI,0,0.0,1,0,1.0,0.0,12.0,c,689.7744469537541,3.9411069476409466
RIC,1,0.0,1,0,0.0,1.0,12.0,n,1018.5352946303134,85.18868428251791
8VI.AX,1,1.0,1,0,0.0,0.0,12.0,n,-116.36035989534716,8.548717289613705e-15
A2B.AX,1,0.0,0,1,0.0,0.0,12.0,ct,-65.10412315371767,0.0011303724114981595
AX1.AX,1,1.0,0,0,0.0,0.0,12.0,ct,-309.0778658483813,8.938996050167347e-05
AL8.AX,0,0.0,0,1,1.0,1.0,12.0,ct,143.41037731549542,1.9899984718921293e-05
APL.AX,0,0.0,1,1,1.0,1.0,12.0,t,-410.79951060979,0.0012814346786457213
ADI.AX,1,0.0,0,0,0.0,0.0,12.0,t,-27.85807047222039,0.0012377799713023665
ATL.AX,0,0.0,1,0,1.0,1.0,12.0,t,-144.82983200013447,1.9225820480195388e-05
ARL.AX,1,0.0,1,0,0.0,1.0,12.0,t,-189.99156046175747,0.0018301529145381406
ALG.AX,1,1.0,1,1,0.0,1.0,12.0,c,-155.9283741191301,0.001607396197260913
ARQ.AX,1,1.0,1,1,1.0,1.0,12.0,c,-132.66044859633357,0.0012085241050039384
ALX.AX,1,0.0,0,0,0.0,0.0,12.0,c,-94.10551331846321,0.002016639496403627
AD8.AX,0,1.0,0,1,1.0,0.0,12.0,ct,133.25181075310115,0.04046986111995121
